2025-05-07 21:20:50,138: root: INFO: BaselineStrategy : Executing the initialize lifecycle method
2025-05-07 21:20:51,567: root: INFO: Current backtesting datetime 2024-01-02 08:30:00-05:00
2025-05-07 21:20:51,569: root: INFO: BaselineStrategy : Executing the before_market_opens lifecycle method
2025-05-07 21:20:51,598: root: INFO: Current backtesting datetime 2024-01-02 09:30:00-05:00
2025-05-07 21:20:51,600: root: INFO: BaselineStrategy : Executing the before_starting_trading lifecycle method
2025-05-07 21:20:51,602: root: INFO: [34mBaselineStrategy : Executing the on_trading_iteration lifecycle method at 2025-05-07 21:20:51[0m
2025-05-07 21:20:51,602: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:51,608: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:52,840: root: INFO: [34mBaselineStrategy : Trading iteration ended at 2025-05-07 21:20:52[0m
2025-05-07 21:20:52,844: root: INFO: BaselineStrategy : [34mSleeping for 60 seconds[0m
2025-05-07 21:20:52,845: root: INFO: Current backtesting datetime 2024-01-02 09:31:00-05:00
2025-05-07 21:20:52,845: root: INFO: [34mBaselineStrategy : Executing the on_trading_iteration lifecycle method at 2025-05-07 21:20:52[0m
2025-05-07 21:20:52,845: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:52,847: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:53,647: root: INFO: [34mBaselineStrategy : Trading iteration ended at 2025-05-07 21:20:53[0m
2025-05-07 21:20:53,649: root: INFO: BaselineStrategy : [34mSleeping for 60 seconds[0m
2025-05-07 21:20:53,650: root: INFO: Current backtesting datetime 2024-01-02 09:32:00-05:00
2025-05-07 21:20:53,650: root: INFO: [34mBaselineStrategy : Executing the on_trading_iteration lifecycle method at 2025-05-07 21:20:53[0m
2025-05-07 21:20:53,650: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:53,653: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:54,507: root: INFO: [34mBaselineStrategy : Trading iteration ended at 2025-05-07 21:20:54[0m
2025-05-07 21:20:54,510: root: INFO: BaselineStrategy : [34mSleeping for 60 seconds[0m
2025-05-07 21:20:54,512: root: INFO: Current backtesting datetime 2024-01-02 09:33:00-05:00
2025-05-07 21:20:54,512: root: INFO: [34mBaselineStrategy : Executing the on_trading_iteration lifecycle method at 2025-05-07 21:20:54[0m
2025-05-07 21:20:54,514: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:54,516: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:55,386: root: INFO: [34mBaselineStrategy : Trading iteration ended at 2025-05-07 21:20:55[0m
2025-05-07 21:20:55,388: root: INFO: BaselineStrategy : [34mSleeping for 60 seconds[0m
2025-05-07 21:20:55,389: root: INFO: Current backtesting datetime 2024-01-02 09:34:00-05:00
2025-05-07 21:20:55,389: root: INFO: [34mBaselineStrategy : Executing the on_trading_iteration lifecycle method at 2025-05-07 21:20:55[0m
2025-05-07 21:20:55,391: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:55,393: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:56,232: root: INFO: [34mBaselineStrategy : Trading iteration ended at 2025-05-07 21:20:56[0m
2025-05-07 21:20:56,234: root: INFO: BaselineStrategy : [34mSleeping for 60 seconds[0m
2025-05-07 21:20:56,236: root: INFO: Current backtesting datetime 2024-01-02 09:35:00-05:00
2025-05-07 21:20:56,238: root: INFO: [34mBaselineStrategy : Executing the on_trading_iteration lifecycle method at 2025-05-07 21:20:56[0m
2025-05-07 21:20:56,238: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:56,242: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:57,047: root: INFO: [34mBaselineStrategy : Trading iteration ended at 2025-05-07 21:20:57[0m
2025-05-07 21:20:57,050: root: INFO: BaselineStrategy : [34mSleeping for 60 seconds[0m
2025-05-07 21:20:57,052: root: INFO: Current backtesting datetime 2024-01-02 09:36:00-05:00
2025-05-07 21:20:57,053: root: INFO: [34mBaselineStrategy : Executing the on_trading_iteration lifecycle method at 2025-05-07 21:20:57[0m
2025-05-07 21:20:57,053: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:57,055: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:57,959: root: INFO: [34mBaselineStrategy : Trading iteration ended at 2025-05-07 21:20:57[0m
2025-05-07 21:20:57,961: root: INFO: BaselineStrategy : [34mSleeping for 60 seconds[0m
2025-05-07 21:20:57,963: root: INFO: Current backtesting datetime 2024-01-02 09:37:00-05:00
2025-05-07 21:20:57,963: root: INFO: [34mBaselineStrategy : Executing the on_trading_iteration lifecycle method at 2025-05-07 21:20:57[0m
2025-05-07 21:20:57,963: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:57,965: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:58,793: root: INFO: [34mBaselineStrategy : Trading iteration ended at 2025-05-07 21:20:58[0m
2025-05-07 21:20:58,794: root: INFO: BaselineStrategy : [34mSleeping for 60 seconds[0m
2025-05-07 21:20:58,796: root: INFO: Current backtesting datetime 2024-01-02 09:38:00-05:00
2025-05-07 21:20:58,798: root: INFO: [34mBaselineStrategy : Executing the on_trading_iteration lifecycle method at 2025-05-07 21:20:58[0m
2025-05-07 21:20:58,798: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:58,800: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:59,625: root: INFO: [34mBaselineStrategy : Trading iteration ended at 2025-05-07 21:20:59[0m
2025-05-07 21:20:59,627: root: INFO: BaselineStrategy : [34mSleeping for 60 seconds[0m
2025-05-07 21:20:59,629: root: INFO: Current backtesting datetime 2024-01-02 09:39:00-05:00
2025-05-07 21:20:59,631: root: INFO: [34mBaselineStrategy : Executing the on_trading_iteration lifecycle method at 2025-05-07 21:20:59[0m
2025-05-07 21:20:59,631: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:20:59,633: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:21:00,498: root: INFO: [34mBaselineStrategy : Trading iteration ended at 2025-05-07 21:21:00[0m
2025-05-07 21:21:00,500: root: INFO: BaselineStrategy : [34mSleeping for 60 seconds[0m
2025-05-07 21:21:00,502: root: INFO: Current backtesting datetime 2024-01-02 09:40:00-05:00
2025-05-07 21:21:00,503: root: INFO: [34mBaselineStrategy : Executing the on_trading_iteration lifecycle method at 2025-05-07 21:21:00[0m
2025-05-07 21:21:00,503: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:21:00,505: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:21:01,315: root: INFO: [34mBaselineStrategy : Trading iteration ended at 2025-05-07 21:21:01[0m
2025-05-07 21:21:01,322: root: INFO: BaselineStrategy : [34mSleeping for 60 seconds[0m
2025-05-07 21:21:01,324: root: INFO: Current backtesting datetime 2024-01-02 09:41:00-05:00
2025-05-07 21:21:01,325: root: INFO: [34mBaselineStrategy : Executing the on_trading_iteration lifecycle method at 2025-05-07 21:21:01[0m
2025-05-07 21:21:01,325: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:21:01,326: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:21:02,112: root: INFO: [34mBaselineStrategy : Trading iteration ended at 2025-05-07 21:21:02[0m
2025-05-07 21:21:02,114: root: INFO: BaselineStrategy : [34mSleeping for 60 seconds[0m
2025-05-07 21:21:02,116: root: INFO: Current backtesting datetime 2024-01-02 09:42:00-05:00
2025-05-07 21:21:02,116: root: INFO: [34mBaselineStrategy : Executing the on_trading_iteration lifecycle method at 2025-05-07 21:21:02[0m
2025-05-07 21:21:02,116: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:21:02,118: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:21:02,789: root: INFO: [34mBaselineStrategy : Trading iteration ended at 2025-05-07 21:21:02[0m
2025-05-07 21:21:02,791: root: INFO: BaselineStrategy : [34mSleeping for 60 seconds[0m
2025-05-07 21:21:02,793: root: INFO: Current backtesting datetime 2024-01-02 09:43:00-05:00
2025-05-07 21:21:02,795: root: INFO: [34mBaselineStrategy : Executing the on_trading_iteration lifecycle method at 2025-05-07 21:21:02[0m
2025-05-07 21:21:02,795: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:21:02,798: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:21:03,931: root: INFO: [34mBaselineStrategy : Trading iteration ended at 2025-05-07 21:21:03[0m
2025-05-07 21:21:03,934: root: INFO: BaselineStrategy : [34mSleeping for 60 seconds[0m
2025-05-07 21:21:03,936: root: INFO: Current backtesting datetime 2024-01-02 09:44:00-05:00
2025-05-07 21:21:03,939: root: INFO: [34mBaselineStrategy : Executing the on_trading_iteration lifecycle method at 2025-05-07 21:21:03[0m
2025-05-07 21:21:03,939: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:21:03,940: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-07 21:21:04,311: root: INFO: [34mBaselineStrategy : Trading iteration ended at 2025-05-07 21:21:04[0m
2025-05-07 21:21:04,314: root: INFO: BaselineStrategy : [34mSleeping for 60 seconds[0m
2025-05-07 21:21:04,316: root: INFO: Current backtesting datetime 2024-01-02 09:45:00-05:00
2025-05-07 21:21:04,317: root: INFO: [34mBaselineStrategy : Executing the on_trading_iteration lifecycle method at 2025-05-07 21:21:04[0m
2025-05-07 21:21:04,317: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
